structure,data_size,operation,round,execution_time,memory_usage_mb,peak_memory_mb,cpu_percent,iterations,hash_table_size,hash_function,load_factor,collision_rate,avg_chain_length,max_chain_length,balanced,tree_height
HashTable,10000,search,2,7.606459024827928e-06,0.0,1.52587890625e-07,0.1,7.11,1000,division,,,,,,
HashTable,10000,search,3,2.9980000108480453e-06,0.0,1.52587890625e-07,0.1,7.017,1000,division,,,,,,
HashTable,10000,search,4,6.660000013653189e-06,0.0,1.52587890625e-07,0.1,7.107,1000,division,,,,,,
HashTable,10000,search,5,6.223750009667128e-06,0.0,1.52587890625e-07,0.1,6.924,1000,division,,,,,,
HashTable,10000,insert,1,0.04787045798730105,0.0,0.1026458740234375,0.1,59984.0,1000,multiplication,10.0,0.9,10.0,20,,
HashTable,10000,insert,2,0.048042999987956136,0.0,0.1026458740234375,0.1,59984.0,1000,multiplication,10.0,0.9,10.0,20,,
HashTable,10000,insert,3,0.051108542014844716,0.0,0.1026458740234375,0.0,59984.0,1000,multiplication,10.0,0.9,10.0,20,,
HashTable,10000,insert,4,0.05740425002295524,0.0,0.1026458740234375,0.0,59984.0,1000,multiplication,10.0,0.9,10.0,20,,
HashTable,10000,insert,5,0.048522166965994984,0.0,0.1026458740234375,0.1,59984.0,1000,multiplication,10.0,0.9,10.0,20,,
HashTable,10000,search,1,4.005375027190894e-06,0.0,1.52587890625e-07,0.1,6.949,1000,multiplication,,,,,,
HashTable,10000,search,2,7.938416034448891e-06,0.0,1.52587890625e-07,0.0,7.104,1000,multiplication,,,,,,
HashTable,10000,search,3,5.84666698705405e-06,0.0,1.52587890625e-07,0.1,7.123,1000,multiplication,,,,,,
HashTable,10000,search,4,4.9104579957202076e-06,0.0,1.52587890625e-07,0.1,7.008,1000,multiplication,,,,,,
HashTable,10000,search,5,5.450207972899079e-06,0.0,1.52587890625e-07,0.1,7.031,1000,multiplication,,,,,,
HashTable,10000,insert,1,0.10644308396149427,0.0,0.10260200500488281,0.0,60284.0,1000,folding,10.0,0.9,10.0,26,,
HashTable,10000,insert,2,0.1080410000286065,0.0,0.10260200500488281,0.1,60284.0,1000,folding,10.0,0.9,10.0,26,,
HashTable,10000,insert,3,0.08118258300237358,0.0,0.10260200500488281,0.0,60284.0,1000,folding,10.0,0.9,10.0,26,,
HashTable,10000,insert,4,0.10957362496992573,0.0,0.10260200500488281,0.1,60284.0,1000,folding,10.0,0.9,10.0,26,,
HashTable,10000,insert,5,0.1017539169988595,0.0,0.10260200500488281,0.0,60284.0,1000,folding,10.0,0.9,10.0,26,,
HashTable,10000,search,1,1.2243542005307973e-05,0.0,7.038116455078125e-07,0.1,7.221,1000,folding,,,,,,
HashTable,10000,search,2,1.2751583009958267e-05,0.0,7.038116455078125e-07,0.1,7.027,1000,folding,,,,,,
HashTable,10000,search,3,1.3992833031807095e-05,0.0,7.038116455078125e-07,0.1,7.17,1000,folding,,,,,,
HashTable,10000,search,4,1.27933329786174e-05,0.0,7.038116455078125e-07,0.1,6.932,1000,folding,,,,,,
HashTable,10000,search,5,1.3258499966468663e-05,0.0,7.038116455078125e-07,0.1,7.05,1000,folding,,,,,,
HashTable,10000,insert,1,0.04696666699601337,0.0625,0.140472412109375,0.1,19936.0,5000,division,2.0,0.567,2.3094688221709005,10,,
HashTable,10000,insert,2,0.04256079194601625,0.0,0.140472412109375,0.1,19936.0,5000,division,2.0,0.567,2.3094688221709005,10,,
HashTable,10000,insert,3,0.04508254199754447,0.0,0.140472412109375,0.0,19936.0,5000,division,2.0,0.567,2.3094688221709005,10,,
HashTable,10000,insert,4,0.04510124999796972,0.015625,0.140472412109375,0.1,19936.0,5000,division,2.0,0.567,2.3094688221709005,10,,
HashTable,10000,insert,5,0.03641374997096136,0.0,0.140472412109375,0.1,19936.0,5000,division,2.0,0.567,2.3094688221709005,10,,
HashTable,10000,search,1,3.3497079857625066e-06,0.0,1.52587890625e-07,0.1,2.934,5000,division,,,,,,
HashTable,10000,search,2,5.846999993082136e-06,0.0,1.52587890625e-07,0.1,3.007,5000,division,,,,,,
HashTable,10000,search,3,4.753667046315968e-06,0.0,1.52587890625e-07,0.1,2.974,5000,division,,,,,,
HashTable,10000,search,4,5.126999982167035e-06,0.0,1.52587890625e-07,0.1,2.963,5000,division,,,,,,
HashTable,10000,search,5,5.828374996781349e-06,0.0,1.52587890625e-07,0.1,2.95,5000,division,,,,,,
HashTable,10000,insert,1,0.04871783300768584,0.0,0.140289306640625,0.1,19985.0,5000,multiplication,2.0,0.568,2.314814814814815,8,,
HashTable,10000,insert,2,0.05377879197476432,0.0,0.140289306640625,0.0,19985.0,5000,multiplication,2.0,0.568,2.314814814814815,8,,
HashTable,10000,insert,3,0.03462350001791492,0.0,0.140289306640625,0.0,19985.0,5000,multiplication,2.0,0.568,2.314814814814815,8,,
HashTable,10000,insert,4,0.052455458033364266,0.0,0.140289306640625,0.1,19985.0,5000,multiplication,2.0,0.568,2.314814814814815,8,,
HashTable,10000,insert,5,0.05345658300211653,0.0,0.140289306640625,0.1,19985.0,5000,multiplication,2.0,0.568,2.314814814814815,8,,
HashTable,10000,search,1,5.663332995027304e-06,0.0,1.52587890625e-07,0.1,3.022,5000,multiplication,,,,,,
HashTable,10000,search,2,6.312915997114032e-06,0.0,1.52587890625e-07,0.1,3.015,5000,multiplication,,,,,,
HashTable,10000,search,3,4.609666997566819e-06,0.0,1.52587890625e-07,0.1,2.94,5000,multiplication,,,,,,
HashTable,10000,search,4,5.825625034049153e-06,0.0,1.52587890625e-07,0.1,2.972,5000,multiplication,,,,,,
HashTable,10000,search,5,5.883249978069216e-06,0.0,1.52587890625e-07,0.1,3.062,5000,multiplication,,,,,,
HashTable,10000,insert,1,0.10967587505001575,0.0,0.11322212219238281,0.1,38666.0,5000,folding,2.0,0.7838,4.6253469010175765,19,,
HashTable,10000,insert,2,0.11160925001604483,0.0,0.11322212219238281,0.1,38666.0,5000,folding,2.0,0.7838,4.6253469010175765,19,,
HashTable,10000,insert,3,0.10381854203296825,0.0,0.11322212219238281,0.0,38666.0,5000,folding,2.0,0.7838,4.6253469010175765,19,,
HashTable,10000,insert,4,0.10884245904162526,0.0,0.11322212219238281,0.0,38666.0,5000,folding,2.0,0.7838,4.6253469010175765,19,,
HashTable,10000,insert,5,0.07520087499869987,0.0,0.11322212219238281,0.0,38666.0,5000,folding,2.0,0.7838,4.6253469010175765,19,,
HashTable,10000,search,1,1.3038542005233466e-05,0.0,7.038116455078125e-07,0.1,4.723,5000,folding,,,,,,
HashTable,10000,search,2,1.1543958040419967e-05,0.0,7.038116455078125e-07,0.0,5.038,5000,folding,,,,,,
HashTable,10000,search,3,1.301595801487565e-05,0.0,7.038116455078125e-07,0.1,4.942,5000,folding,,,,,,
HashTable,10000,search,4,1.2625832983758301e-05,0.0,7.038116455078125e-07,0.1,4.751,5000,folding,,,,,,
HashTable,10000,search,5,1.3097208051476627e-05,0.0,7.038116455078125e-07,0.1,4.912,5000,folding,,,,,,
