structure,data_size,operation,round,execution_time,memory_usage_mb,peak_memory_mb,cpu_percent,iterations,hash_table_size,hash_function,load_factor,collision_rate,avg_chain_length,max_chain_length,balanced,tree_height
HashTable,100000,insert,5,0.49779337499057874,0.75,0.82568359375,0.0,5099864.0,1000,multiplication,100.0,0.99,100.0,140,,
HashTable,100000,search,1,8.141792030073702e-06,0.0,1.52587890625e-07,0.1,52.069,1000,multiplication,,,,,,
HashTable,100000,search,2,1.065837504575029e-05,0.0,1.52587890625e-07,0.0,51.164,1000,multiplication,,,,,,
HashTable,100000,search,3,7.3457499966025355e-06,0.0,1.52587890625e-07,0.1,52.727,1000,multiplication,,,,,,
HashTable,100000,search,4,1.2105375004466623e-05,0.0,1.52587890625e-07,0.0,52.349,1000,multiplication,,,,,,
HashTable,100000,search,5,1.0268916958011686e-05,0.0,1.52587890625e-07,0.1,51.443,1000,multiplication,,,,,,
HashTable,100000,insert,1,1.0187998329638503,0.453125,0.8258991241455078,0.1,5099797.0,1000,folding,100.0,0.99,100.0,130,,
HashTable,100000,insert,2,0.9464641659869812,0.0,0.8258991241455078,0.0,5099797.0,1000,folding,100.0,0.99,100.0,130,,
HashTable,100000,insert,3,0.9654985829838552,0.0,0.8258991241455078,0.0,5099797.0,1000,folding,100.0,0.99,100.0,130,,
HashTable,100000,insert,4,0.9425912500009872,0.0,0.8258991241455078,0.0,5099797.0,1000,folding,100.0,0.99,100.0,130,,
HashTable,100000,insert,5,1.1690006669959985,0.109375,0.8258991241455078,0.1,5099797.0,1000,folding,100.0,0.99,100.0,130,,
HashTable,100000,search,1,1.8955082981847228e-05,0.0,7.038116455078125e-07,0.0,50.455,1000,folding,,,,,,
HashTable,100000,search,2,2.010112500283867e-05,0.0,7.038116455078125e-07,0.1,51.393,1000,folding,,,,,,
HashTable,100000,search,3,1.5063165978062897e-05,0.0,7.038116455078125e-07,0.0,53.429,1000,folding,,,,,,
HashTable,100000,search,4,1.709941599983722e-05,0.0,7.038116455078125e-07,0.1,52.801,1000,folding,,,,,,
HashTable,100000,search,5,2.004358300473541e-05,0.0,7.038116455078125e-07,0.1,52.696,1000,folding,,,,,,
HashTable,100000,insert,1,0.28732204099651426,0.203125,0.897186279296875,0.0,1102378.0,5000,division,20.0,0.95,20.0,39,,
HashTable,100000,insert,2,0.34077150002121925,0.0,0.897186279296875,0.0,1102378.0,5000,division,20.0,0.95,20.0,39,,
HashTable,100000,insert,3,0.441304832987953,0.0,0.897186279296875,0.0,1102378.0,5000,division,20.0,0.95,20.0,39,,
HashTable,100000,insert,4,0.33251674997154623,0.0,0.897186279296875,0.0,1102378.0,5000,division,20.0,0.95,20.0,39,,
HashTable,100000,insert,5,0.278346374980174,0.0,0.897186279296875,0.1,1102378.0,5000,division,20.0,0.95,20.0,39,,
HashTable,100000,search,1,5.436375038698316e-06,0.0,1.52587890625e-07,0.0,12.022,5000,division,,,,,,
HashTable,100000,search,2,5.109665973577648e-06,0.0,1.52587890625e-07,0.1,11.78,5000,division,,,,,,
HashTable,100000,search,3,3.499666985590011e-06,0.0,1.52587890625e-07,0.0,11.818,5000,division,,,,,,
HashTable,100000,search,4,4.333374963607639e-06,0.0,1.52587890625e-07,0.1,12.253,5000,division,,,,,,
HashTable,100000,search,5,3.6269999691285194e-06,0.0,1.52587890625e-07,0.1,12.121,5000,division,,,,,,
HashTable,100000,insert,1,0.3602522080182098,0.71875,0.895721435546875,0.0,1099643.0,5000,multiplication,20.0,0.95,20.0,37,,
HashTable,100000,insert,2,0.34568895801203325,0.1875,0.895721435546875,0.1,1099643.0,5000,multiplication,20.0,0.95,20.0,37,,
HashTable,100000,insert,3,0.3092868750100024,0.0,0.895721435546875,0.0,1099643.0,5000,multiplication,20.0,0.95,20.0,37,,
HashTable,100000,insert,4,0.3371020419872366,0.0,0.895721435546875,0.0,1099643.0,5000,multiplication,20.0,0.95,20.0,37,,
HashTable,100000,insert,5,0.3366157080163248,0.0,0.895721435546875,0.0,1099643.0,5000,multiplication,20.0,0.95,20.0,37,,
HashTable,100000,search,1,4.3820000137202445e-06,0.0,1.52587890625e-07,0.1,11.741,5000,multiplication,,,,,,
HashTable,100000,search,2,5.753959005232901e-06,0.0,1.52587890625e-07,0.0,12.33,5000,multiplication,,,,,,
HashTable,100000,search,3,4.995415976736694e-06,0.0,1.52587890625e-07,0.0,11.866,5000,multiplication,,,,,,
HashTable,100000,search,4,4.98458300717175e-06,0.0,1.52587890625e-07,0.0,12.162,5000,multiplication,,,,,,
HashTable,100000,search,5,5.708832992240787e-06,0.0,1.52587890625e-07,0.0,12.055,5000,multiplication,,,,,,
HashTable,100000,insert,1,1.1211470830021426,0.0,0.8517780303955078,0.0,2945912.0,5000,folding,20.0,0.97338,37.56574004507889,98,,
HashTable,100000,insert,2,0.9935701669892296,0.0,0.8517780303955078,0.0,2945912.0,5000,folding,20.0,0.97338,37.56574004507889,98,,
HashTable,100000,insert,3,0.9982985829701647,0.0,0.8517780303955078,0.0,2945912.0,5000,folding,20.0,0.97338,37.56574004507889,98,,
HashTable,100000,insert,4,0.9889899590052664,0.0,0.8517780303955078,0.0,2945912.0,5000,folding,20.0,0.97338,37.56574004507889,98,,
HashTable,100000,insert,5,1.0131522919982672,0.09375,0.8517780303955078,0.0,2945912.0,5000,folding,20.0,0.97338,37.56574004507889,98,,
HashTable,100000,search,1,1.2521166994702071e-05,0.0,7.038116455078125e-07,0.0,30.473,5000,folding,,,,,,
HashTable,100000,search,2,1.564666599733755e-05,0.0,7.038116455078125e-07,0.0,30.878,5000,folding,,,,,,
HashTable,100000,search,3,1.1328583990689366e-05,0.0,7.038116455078125e-07,0.0,29.681,5000,folding,,,,,,
HashTable,100000,search,4,1.0037707979790867e-05,0.0,7.038116455078125e-07,0.0,30.252,5000,folding,,,,,,
HashTable,100000,search,5,1.4660042012110352e-05,0.0,7.038116455078125e-07,0.0,30.14,5000,folding,,,,,,
