tempo_execucao,memoria_atual_kb,memoria_pico_kb,tempo_cpu_user,tempo_cpu_system,n_registros
1.621246337890625e-05,0.1953125,0.1953125,5.112211456,0.290253952,10000
2.5987625122070312e-05,0.1953125,0.1953125,6.3175552,0.321374304,50000
1.9073486328125e-05,0.1953125,0.1953125,9.051599872,0.393225568,100000
