tempo_execucao,memoria_atual_kb,memoria_pico_kb,tempo_cpu_user,tempo_cpu_system,n_registros
1.5974044799804688e-05,0.1953125,0.1953125,3.47297792,0.218740624,10000
2.09808349609375e-05,0.1953125,0.1953125,3.98429824,0.241194368,50000
2.3126602172851562e-05,0.1953125,0.1953125,4.885080064,0.279930176,100000
